colour	x	y	label	key	clickSelects	showSelected1	showSelected2	PANEL	group
#A77B7B	17	3260	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	June 2009	2	305
#A77B7B	9	3646	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	July 2009	2	306
#A77B7B	3	3420	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	August 2009	2	307
#A77B7B	9	3465	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	September 2009	2	308
#A77B7B	2	3182	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	October 2009	2	309
#A77B7B	26	2636	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	November 2009	2	310
#A77B7B	9	2491	Saint-Urbain	Saint-Urbain	Saint-Urbain	Saint-Urbain	December 2009	2	311
#32D6BA	27	876	Berri	Berri	Berri	Berri	January 2010	2	13
#32D6BA	16	916	Berri	Berri	Berri	Berri	February 2010	2	14
#32D6BA	16	2336	Berri	Berri	Berri	Berri	March 2010	2	15
#32D6BA	30	4643	Berri	Berri	Berri	Berri	April 2010	2	16
#32D6BA	25	6930	Berri	Berri	Berri	Berri	May 2010	2	17
#32D6BA	15	7995	Berri	Berri	Berri	Berri	June 2010	2	18
#32D6BA	20	7203	Berri	Berri	Berri	Berri	July 2010	2	19
#32D6BA	24	7078	Berri	Berri	Berri	Berri	August 2010	2	20
#32D6BA	10	5897	Berri	Berri	Berri	Berri	September 2010	2	21
#32D6BA	5	5233	Berri	Berri	Berri	Berri	October 2010	2	22
#32D6BA	3	3394	Berri	Berri	Berri	Berri	November 2010	2	23
#32D6BA	2	1572	Berri	Berri	Berri	Berri	December 2010	2	24
#7649C8	14	4121	Br閎euf	Br閎euf	Br閎euf	Br閎euf	April 2010	2	60
#7649C8	4	9735	Br閎euf	Br閎euf	Br閎euf	Br閎euf	June 2010	2	61
#7649C8	20	7194	Br閎euf	Br閎euf	Br閎euf	Br閎euf	July 2010	2	62
#7649C8	24	7310	Br閎euf	Br閎euf	Br閎euf	Br閎euf	August 2010	2	63
#7649C8	1	6637	Br閎euf	Br閎euf	Br閎euf	Br閎euf	September 2010	2	64
#7649C8	5	5235	Br閎euf	Br閎euf	Br閎euf	Br閎euf	October 2010	2	65
#7649C8	3	3177	Br閎euf	Br閎euf	Br閎euf	Br閎euf	November 2010	2	66
#A799FF	13	2421	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	2	67
#A799FF	3	1905	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	November 2010	2	68
#A799FF	3	1023	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	December 2010	2	69
#0591F5	22	702	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	January 2010	2	141
#0591F5	18	739	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	February 2010	2	142
#0591F5	19	1688	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	March 2010	2	143
#0591F5	30	3106	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	April 2010	2	144
#0591F5	27	4486	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	May 2010	2	145
#0591F5	15	5577	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	June 2010	2	146
#0591F5	5	4972	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	July 2010	2	147
#0591F5	11	4290	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	August 2010	2	148
#0591F5	13	3130	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	October 2010	2	149
#0591F5	3	2304	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	November 2010	2	150
#0591F5	3	1193	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	Maisonneuve 1	December 2010	2	151
#FC9D31	27	1033	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	January 2010	2	190
#FC9D31	18	1081	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	February 2010	2	191
#FC9D31	17	2907	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	March 2010	2	192
#FC9D31	30	5298	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	Maisonneuve 2	April 2010	2	193
